instant,season,yr,mnth,hr,holiday,weekday,weathersit,temp,atemp,hum,windspeed,casual,registered,cnt,Date_Integer
938,1,0,2,16,False,5,1,0.3,0.2879,0.28,0.194,14,111,125,11022011
939,1,0,2,17,False,5,1,0.3,0.3333,0.24,0.0,18,193,211,11022011
940,1,0,2,18,False,5,1,0.28,0.3182,0.28,0.0,9,165,174,11022011
941,1,0,2,19,False,5,1,0.26,0.303,0.33,0.0,7,94,101,11022011
942,1,0,2,20,False,5,1,0.22,0.2273,0.55,0.1343,2,61,63,11022011
943,1,0,2,21,False,5,1,0.2,0.2121,0.59,0.1343,1,46,47,11022011
944,1,0,2,22,False,5,1,0.2,0.2273,0.64,0.0896,2,41,43,11022011
945,1,0,2,23,False,5,1,0.18,0.2424,0.69,0.0,5,48,53,11022011
946,1,0,2,0,False,6,1,0.16,0.197,0.69,0.0896,3,27,30,12022011
947,1,0,2,1,False,6,1,0.14,0.2121,0.86,0.0,2,22,24,12022011
948,1,0,2,2,False,6,1,0.14,0.2121,0.8,0.0,2,13,15,12022011
949,1,0,2,3,False,6,1,0.12,0.197,0.8,0.0,3,7,10,12022011
950,1,0,2,4,False,6,1,0.12,0.1667,0.74,0.0896,0,4,4,12022011
951,1,0,2,5,False,6,1,0.12,0.1667,0.74,0.0896,0,1,1,12022011
952,1,0,2,6,False,6,1,0.12,0.1364,0.93,0.194,1,1,2,12022011
953,1,0,2,7,False,6,1,0.12,0.1515,0.8,0.1045,2,9,11,12022011
954,1,0,2,8,False,6,1,0.14,0.1515,0.86,0.1343,2,28,30,12022011
955,1,0,2,9,False,6,1,0.16,0.1818,0.64,0.1343,5,38,43,12022011
956,1,0,2,10,False,6,1,0.22,0.2121,0.41,0.2537,13,71,84,12022011
957,1,0,2,11,False,6,1,0.3,0.2727,0.28,0.3284,30,84,114,12022011
958,1,0,2,12,False,6,1,0.3,0.2727,0.39,0.4627,27,93,120,12022011
959,1,0,2,13,False,6,1,0.3,0.2727,0.39,0.4179,32,103,135,12022011
960,1,0,2,14,False,6,1,0.34,0.3182,0.31,0.2836,30,90,120,12022011
961,1,0,2,15,False,6,1,0.34,0.303,0.29,0.4179,47,127,174,12022011
962,1,0,2,16,False,6,1,0.34,0.303,0.29,0.4179,42,103,145,12022011
963,1,0,2,17,False,6,1,0.32,0.2879,0.31,0.5224,24,113,137,12022011
964,1,0,2,18,False,6,1,0.28,0.2576,0.38,0.3284,4,60,64,12022011
965,1,0,2,19,False,6,1,0.28,0.2727,0.38,0.1642,2,39,41,12022011
966,1,0,2,20,False,6,1,0.26,0.2576,0.41,0.2239,1,39,40,12022011
967,1,0,2,21,False,6,1,0.26,0.303,0.41,0.0,9,42,51,12022011
968,1,0,2,22,False,6,1,0.24,0.2576,0.44,0.0896,6,39,45,12022011
969,1,0,2,23,False,6,1,0.22,0.2273,0.51,0.1343,1,31,32,12022011
970,1,0,2,0,False,0,1,0.2,0.2273,0.64,0.1045,5,34,39,13022011
971,1,0,2,1,False,0,1,0.2,0.2273,0.59,0.0896,1,23,24,13022011
972,1,0,2,2,False,0,2,0.2,0.2273,0.75,0.0896,1,19,20,13022011
973,1,0,2,3,False,0,2,0.2,0.2273,0.69,0.1045,4,8,12,13022011
974,1,0,2,4,False,0,2,0.2,0.2121,0.69,0.1642,0,2,2,13022011
975,1,0,2,6,False,0,2,0.2,0.2121,0.69,0.1343,2,3,5,13022011
976,1,0,2,7,False,0,2,0.22,0.2727,0.55,0.0,0,3,3,13022011
977,1,0,2,8,False,0,2,0.22,0.2273,0.64,0.194,1,11,12,13022011
978,1,0,2,9,False,0,2,0.24,0.2273,0.6,0.2239,12,35,47,13022011
979,1,0,2,10,False,0,1,0.3,0.2727,0.45,0.3284,19,86,105,13022011
980,1,0,2,11,False,0,1,0.32,0.2879,0.39,0.4478,26,86,112,13022011
981,1,0,2,12,False,0,1,0.36,0.3182,0.32,0.4627,58,94,152,13022011
982,1,0,2,13,False,0,1,0.38,0.3939,0.29,0.3582,62,92,154,13022011
983,1,0,2,14,False,0,2,0.4,0.4091,0.3,0.4179,51,110,161,13022011
984,1,0,2,15,False,0,2,0.4,0.4091,0.3,0.2985,40,122,162,13022011
985,1,0,2,16,False,0,2,0.42,0.4242,0.28,0.3284,28,106,134,13022011
986,1,0,2,17,False,0,1,0.42,0.4242,0.28,0.3284,30,95,125,13022011
987,1,0,2,18,False,0,1,0.4,0.4091,0.32,0.2985,17,78,95,13022011
988,1,0,2,19,False,0,1,0.4,0.4091,0.35,0.2836,11,50,61,13022011
989,1,0,2,20,False,0,1,0.4,0.4091,0.35,0.3284,15,32,47,13022011
990,1,0,2,21,False,0,1,0.4,0.4091,0.35,0.3582,6,45,51,13022011
991,1,0,2,22,False,0,1,0.4,0.4091,0.35,0.2985,5,31,36,13022011
992,1,0,2,23,False,0,1,0.4,0.4091,0.35,0.3582,3,27,30,13022011
993,1,0,2,0,False,1,1,0.38,0.3939,0.37,0.3582,3,8,11,14022011
994,1,0,2,1,False,1,1,0.38,0.3939,0.37,0.3582,1,6,7,14022011
995,1,0,2,2,False,1,1,0.36,0.3333,0.4,0.2985,0,2,2,14022011
996,1,0,2,3,False,1,1,0.34,0.3182,0.46,0.2239,1,1,2,14022011
997,1,0,2,4,False,1,1,0.32,0.303,0.53,0.2836,0,2,2,14022011
998,1,0,2,5,False,1,1,0.32,0.303,0.53,0.2836,0,3,3,14022011
999,1,0,2,6,False,1,1,0.34,0.303,0.46,0.2985,1,25,26,14022011
1000,1,0,2,7,False,1,1,0.34,0.303,0.46,0.2985,2,96,98,14022011
611,1,0,1,16,False,5,1,0.22,0.2727,0.8,0.0,10,70,80,28012011
612,1,0,1,17,False,5,1,0.24,0.2424,0.75,0.1343,2,147,149,28012011
613,1,0,1,18,False,5,1,0.24,0.2273,0.75,0.194,2,107,109,28012011
614,1,0,1,19,False,5,2,0.24,0.2424,0.75,0.1343,5,84,89,28012011
615,1,0,1,20,False,5,2,0.24,0.2273,0.7,0.194,1,61,62,28012011
616,1,0,1,21,False,5,2,0.22,0.2273,0.75,0.1343,1,57,58,28012011
617,1,0,1,22,False,5,1,0.24,0.2121,0.65,0.3582,0,26,26,28012011
618,1,0,1,23,False,5,1,0.24,0.2273,0.6,0.2239,1,22,23,28012011
619,1,0,1,0,False,6,1,0.22,0.197,0.64,0.3582,2,26,28,29012011
