instant,dteday,season,yr,mnth,hr,holiday,weekday,weathersit,temp,atemp,hum,windspeed,casual,registered,cnt,Date,Date_Integer
860,08-02-2011,1,0,2,6,False,2,1,0.26,0.2273,0.7,0.3284,0,39,39,2011-02-08,8022011
861,08-02-2011,1,0,2,7,False,2,1,0.24,0.197,0.65,0.4179,3,97,100,2011-02-08,8022011
862,08-02-2011,1,0,2,8,False,2,1,0.24,0.197,0.56,0.4925,7,236,243,2011-02-08,8022011
863,08-02-2011,1,0,2,9,False,2,1,0.24,0.197,0.52,0.4925,7,128,135,2011-02-08,8022011
864,08-02-2011,1,0,2,10,False,2,1,0.22,0.1818,0.47,0.5522,4,44,48,2011-02-08,8022011
865,08-02-2011,1,0,2,11,False,2,1,0.22,0.1818,0.47,0.4627,1,49,50,2011-02-08,8022011
866,08-02-2011,1,0,2,12,False,2,1,0.24,0.197,0.38,0.4925,2,63,65,2011-02-08,8022011
867,08-02-2011,1,0,2,13,False,2,2,0.24,0.197,0.32,0.4478,2,48,50,2011-02-08,8022011
868,08-02-2011,1,0,2,14,False,2,1,0.22,0.197,0.37,0.4179,3,61,64,2011-02-08,8022011
869,08-02-2011,1,0,2,15,False,2,1,0.22,0.197,0.35,0.3881,6,45,51,2011-02-08,8022011
870,08-02-2011,1,0,2,16,False,2,1,0.22,0.1818,0.35,0.5224,4,79,83,2011-02-08,8022011
871,08-02-2011,1,0,2,17,False,2,1,0.22,0.1818,0.32,0.5821,4,172,176,2011-02-08,8022011
872,08-02-2011,1,0,2,18,False,2,1,0.2,0.1818,0.32,0.3881,1,151,152,2011-02-08,8022011
873,08-02-2011,1,0,2,19,False,2,1,0.16,0.1212,0.4,0.4627,1,100,101,2011-02-08,8022011
874,08-02-2011,1,0,2,20,False,2,1,0.16,0.1364,0.4,0.3284,3,53,56,2011-02-08,8022011
875,08-02-2011,1,0,2,21,False,2,1,0.14,0.1061,0.33,0.4627,8,46,54,2011-02-08,8022011
876,08-02-2011,1,0,2,22,False,2,1,0.12,0.1061,0.33,0.3582,0,29,29,2011-02-08,8022011
877,08-02-2011,1,0,2,23,False,2,1,0.12,0.1061,0.33,0.3284,3,9,12,2011-02-08,8022011
878,09-02-2011,1,0,2,0,False,3,1,0.1,0.0758,0.36,0.3582,0,17,17,2011-02-09,9022011
879,09-02-2011,1,0,2,1,False,3,1,0.1,0.1061,0.36,0.2239,0,7,7,2011-02-09,9022011
880,09-02-2011,1,0,2,2,False,3,1,0.08,0.0758,0.38,0.2836,1,2,3,2011-02-09,9022011
881,09-02-2011,1,0,2,3,False,3,1,0.06,0.0758,0.45,0.1343,0,2,2,2011-02-09,9022011
882,09-02-2011,1,0,2,5,False,3,1,0.06,0.1061,0.45,0.1045,0,7,7,2011-02-09,9022011
883,09-02-2011,1,0,2,6,False,3,1,0.06,0.1515,0.45,0.0,0,43,43,2011-02-09,9022011
884,09-02-2011,1,0,2,7,False,3,1,0.06,0.1061,0.49,0.1045,4,95,99,2011-02-09,9022011
885,09-02-2011,1,0,2,8,False,3,1,0.1,0.1364,0.42,0.0,1,198,199,2011-02-09,9022011
886,09-02-2011,1,0,2,9,False,3,1,0.12,0.1364,0.39,0.1642,4,119,123,2011-02-09,9022011
887,09-02-2011,1,0,2,10,False,3,1,0.14,0.1818,0.36,0.0,8,51,59,2011-02-09,9022011
888,09-02-2011,1,0,2,11,False,3,2,0.14,0.1515,0.43,0.1642,1,40,41,2011-02-09,9022011
889,09-02-2011,1,0,2,12,False,3,2,0.18,0.1818,0.4,0.2239,4,57,61,2011-02-09,9022011
890,09-02-2011,1,0,2,13,False,3,1,0.18,0.1667,0.4,0.2537,2,67,69,2011-02-09,9022011
891,09-02-2011,1,0,2,14,False,3,1,0.2,0.1818,0.34,0.2985,2,56,58,2011-02-09,9022011
892,09-02-2011,1,0,2,15,False,3,2,0.2,0.1818,0.34,0.2836,3,61,64,2011-02-09,9022011
893,09-02-2011,1,0,2,16,False,3,2,0.2,0.197,0.37,0.2537,7,72,79,2011-02-09,9022011
894,09-02-2011,1,0,2,17,False,3,2,0.2,0.197,0.34,0.2537,9,157,166,2011-02-09,9022011
895,09-02-2011,1,0,2,18,False,3,2,0.18,0.1667,0.47,0.2985,2,168,170,2011-02-09,9022011
896,09-02-2011,1,0,2,19,False,3,3,0.14,0.1212,0.86,0.2537,1,87,88,2011-02-09,9022011
897,09-02-2011,1,0,2,20,False,3,3,0.14,0.1515,0.86,0.1642,0,84,84,2011-02-09,9022011
898,09-02-2011,1,0,2,21,False,3,2,0.14,0.1515,0.86,0.1642,0,83,83,2011-02-09,9022011
899,09-02-2011,1,0,2,22,False,3,3,0.16,0.1667,0.8,0.1642,4,42,46,2011-02-09,9022011
900,09-02-2011,1,0,2,23,False,3,3,0.16,0.1515,0.8,0.194,0,37,37,2011-02-09,9022011
901,10-02-2011,1,0,2,0,False,4,3,0.14,0.1364,0.86,0.194,0,16,16,2011-02-10,10022011
902,10-02-2011,1,0,2,1,False,4,3,0.14,0.1515,0.8,0.1343,0,7,7,2011-02-10,10022011
903,10-02-2011,1,0,2,2,False,4,3,0.14,0.1515,0.8,0.1343,0,3,3,2011-02-10,10022011
904,10-02-2011,1,0,2,4,False,4,2,0.14,0.1364,0.59,0.2239,0,1,1,2011-02-10,10022011
905,10-02-2011,1,0,2,5,False,4,2,0.12,0.1212,0.5,0.2239,0,6,6,2011-02-10,10022011
906,10-02-2011,1,0,2,6,False,4,2,0.12,0.1212,0.54,0.2836,0,26,26,2011-02-10,10022011
907,10-02-2011,1,0,2,7,False,4,1,0.1,0.0758,0.5,0.4179,0,99,99,2011-02-10,10022011
908,10-02-2011,1,0,2,8,False,4,1,0.1,0.0758,0.49,0.3284,5,173,178,2011-02-10,10022011
909,10-02-2011,1,0,2,9,False,4,1,0.12,0.1061,0.42,0.3582,1,121,122,2011-02-10,10022011
910,10-02-2011,1,0,2,10,False,4,1,0.12,0.1061,0.42,0.2985,1,34,35,2011-02-10,10022011
911,10-02-2011,1,0,2,11,False,4,1,0.14,0.1212,0.39,0.3582,1,44,45,2011-02-10,10022011
912,10-02-2011,1,0,2,12,False,4,1,0.16,0.1364,0.34,0.3881,4,65,69,2011-02-10,10022011
913,10-02-2011,1,0,2,13,False,4,1,0.18,0.1667,0.29,0.2985,3,59,62,2011-02-10,10022011
914,10-02-2011,1,0,2,14,False,4,1,0.2,0.1818,0.27,0.2836,6,42,48,2011-02-10,10022011
915,10-02-2011,1,0,2,15,False,4,1,0.2,0.197,0.25,0.2537,0,50,50,2011-02-10,10022011
916,10-02-2011,1,0,2,16,False,4,1,0.2,0.1818,0.27,0.2985,4,76,80,2011-02-10,10022011
917,10-02-2011,1,0,2,17,False,4,1,0.18,0.1818,0.26,0.194,6,159,165,2011-02-10,10022011
918,10-02-2011,1,0,2,18,False,4,1,0.16,0.1818,0.28,0.1343,3,157,160,2011-02-10,10022011
919,10-02-2011,1,0,2,19,False,4,1,0.14,0.1667,0.28,0.1045,2,110,112,2011-02-10,10022011
920,10-02-2011,1,0,2,20,False,4,1,0.14,0.1818,0.31,0.0896,4,93,97,2011-02-10,10022011
921,10-02-2011,1,0,2,21,False,4,1,0.14,0.2121,0.39,0.0,2,70,72,2011-02-10,10022011
922,10-02-2011,1,0,2,22,False,4,1,0.12,0.197,0.39,0.0,4,47,51,2011-02-10,10022011
923,10-02-2011,1,0,2,23,False,4,1,0.12,0.1515,0.42,0.1045,1,33,34,2011-02-10,10022011
924,11-02-2011,1,0,2,0,False,5,1,0.1,0.1364,0.49,0.1045,2,12,14,2011-02-11,11022011
925,11-02-2011,1,0,2,1,False,5,1,0.1,0.1364,0.54,0.0896,1,6,7,2011-02-11,11022011
926,11-02-2011,1,0,2,2,False,5,1,0.1,0.1364,0.54,0.0896,0,3,3,2011-02-11,11022011
927,11-02-2011,1,0,2,5,False,5,1,0.08,0.1212,0.63,0.0896,0,4,4,2011-02-11,11022011
928,11-02-2011,1,0,2,6,False,5,1,0.1,0.1818,0.68,0.0,1,23,24,2011-02-11,11022011
929,11-02-2011,1,0,2,7,False,5,1,0.08,0.1667,0.73,0.0,1,73,74,2011-02-11,11022011
930,11-02-2011,1,0,2,8,False,5,1,0.1,0.1212,0.74,0.1642,4,212,216,2011-02-11,11022011
931,11-02-2011,1,0,2,9,False,5,1,0.12,0.1212,0.74,0.2239,8,132,140,2011-02-11,11022011
932,11-02-2011,1,0,2,10,False,5,1,0.14,0.1364,0.69,0.194,5,39,44,2011-02-11,11022011
933,11-02-2011,1,0,2,11,False,5,1,0.22,0.2273,0.47,0.1343,12,52,64,2011-02-11,11022011
934,11-02-2011,1,0,2,12,False,5,1,0.22,0.2273,0.47,0.1343,7,64,71,2011-02-11,11022011
935,11-02-2011,1,0,2,13,False,5,1,0.24,0.2273,0.35,0.194,21,89,110,2011-02-11,11022011
936,11-02-2011,1,0,2,14,False,5,1,0.3,0.2879,0.26,0.2537,17,67,84,2011-02-11,11022011
937,11-02-2011,1,0,2,15,False,5,1,0.32,0.3182,0.21,0.1642,12,62,74,2011-02-11,11022011
938,11-02-2011,1,0,2,16,False,5,1,0.3,0.2879,0.28,0.194,14,111,125,2011-02-11,11022011
939,11-02-2011,1,0,2,17,False,5,1,0.3,0.3333,0.24,0.0,18,193,211,2011-02-11,11022011
940,11-02-2011,1,0,2,18,False,5,1,0.28,0.3182,0.28,0.0,9,165,174,2011-02-11,11022011
941,11-02-2011,1,0,2,19,False,5,1,0.26,0.303,0.33,0.0,7,94,101,2011-02-11,11022011
942,11-02-2011,1,0,2,20,False,5,1,0.22,0.2273,0.55,0.1343,2,61,63,2011-02-11,11022011
943,11-02-2011,1,0,2,21,False,5,1,0.2,0.2121,0.59,0.1343,1,46,47,2011-02-11,11022011
944,11-02-2011,1,0,2,22,False,5,1,0.2,0.2273,0.64,0.0896,2,41,43,2011-02-11,11022011
945,11-02-2011,1,0,2,23,False,5,1,0.18,0.2424,0.69,0.0,5,48,53,2011-02-11,11022011
946,12-02-2011,1,0,2,0,False,6,1,0.16,0.197,0.69,0.0896,3,27,30,2011-02-12,12022011
947,12-02-2011,1,0,2,1,False,6,1,0.14,0.2121,0.86,0.0,2,22,24,2011-02-12,12022011
948,12-02-2011,1,0,2,2,False,6,1,0.14,0.2121,0.8,0.0,2,13,15,2011-02-12,12022011
949,12-02-2011,1,0,2,3,False,6,1,0.12,0.197,0.8,0.0,3,7,10,2011-02-12,12022011
950,12-02-2011,1,0,2,4,False,6,1,0.12,0.1667,0.74,0.0896,0,4,4,2011-02-12,12022011
951,12-02-2011,1,0,2,5,False,6,1,0.12,0.1667,0.74,0.0896,0,1,1,2011-02-12,12022011
952,12-02-2011,1,0,2,6,False,6,1,0.12,0.1364,0.93,0.194,1,1,2,2011-02-12,12022011
953,12-02-2011,1,0,2,7,False,6,1,0.12,0.1515,0.8,0.1045,2,9,11,2011-02-12,12022011
954,12-02-2011,1,0,2,8,False,6,1,0.14,0.1515,0.86,0.1343,2,28,30,2011-02-12,12022011
955,12-02-2011,1,0,2,9,False,6,1,0.16,0.1818,0.64,0.1343,5,38,43,2011-02-12,12022011
956,12-02-2011,1,0,2,10,False,6,1,0.22,0.2121,0.41,0.2537,13,71,84,2011-02-12,12022011
957,12-02-2011,1,0,2,11,False,6,1,0.3,0.2727,0.28,0.3284,30,84,114,2011-02-12,12022011
958,12-02-2011,1,0,2,12,False,6,1,0.3,0.2727,0.39,0.4627,27,93,120,2011-02-12,12022011
959,12-02-2011,1,0,2,13,False,6,1,0.3,0.2727,0.39,0.4179,32,103,135,2011-02-12,12022011
960,12-02-2011,1,0,2,14,False,6,1,0.34,0.3182,0.31,0.2836,30,90,120,2011-02-12,12022011
961,12-02-2011,1,0,2,15,False,6,1,0.34,0.303,0.29,0.4179,47,127,174,2011-02-12,12022011
962,12-02-2011,1,0,2,16,False,6,1,0.34,0.303,0.29,0.4179,42,103,145,2011-02-12,12022011
963,12-02-2011,1,0,2,17,False,6,1,0.32,0.2879,0.31,0.5224,24,113,137,2011-02-12,12022011
964,12-02-2011,1,0,2,18,False,6,1,0.28,0.2576,0.38,0.3284,4,60,64,2011-02-12,12022011
965,12-02-2011,1,0,2,19,False,6,1,0.28,0.2727,0.38,0.1642,2,39,41,2011-02-12,12022011
966,12-02-2011,1,0,2,20,False,6,1,0.26,0.2576,0.41,0.2239,1,39,40,2011-02-12,12022011
967,12-02-2011,1,0,2,21,False,6,1,0.26,0.303,0.41,0.0,9,42,51,2011-02-12,12022011
968,12-02-2011,1,0,2,22,False,6,1,0.24,0.2576,0.44,0.0896,6,39,45,2011-02-12,12022011
969,12-02-2011,1,0,2,23,False,6,1,0.22,0.2273,0.51,0.1343,1,31,32,2011-02-12,12022011
970,13-02-2011,1,0,2,0,False,0,1,0.2,0.2273,0.64,0.1045,5,34,39,2011-02-13,13022011
971,13-02-2011,1,0,2,1,False,0,1,0.2,0.2273,0.59,0.0896,1,23,24,2011-02-13,13022011
972,13-02-2011,1,0,2,2,False,0,2,0.2,0.2273,0.75,0.0896,1,19,20,2011-02-13,13022011
973,13-02-2011,1,0,2,3,False,0,2,0.2,0.2273,0.69,0.1045,4,8,12,2011-02-13,13022011
974,13-02-2011,1,0,2,4,False,0,2,0.2,0.2121,0.69,0.1642,0,2,2,2011-02-13,13022011
975,13-02-2011,1,0,2,6,False,0,2,0.2,0.2121,0.69,0.1343,2,3,5,2011-02-13,13022011
976,13-02-2011,1,0,2,7,False,0,2,0.22,0.2727,0.55,0.0,0,3,3,2011-02-13,13022011
977,13-02-2011,1,0,2,8,False,0,2,0.22,0.2273,0.64,0.194,1,11,12,2011-02-13,13022011
978,13-02-2011,1,0,2,9,False,0,2,0.24,0.2273,0.6,0.2239,12,35,47,2011-02-13,13022011
979,13-02-2011,1,0,2,10,False,0,1,0.3,0.2727,0.45,0.3284,19,86,105,2011-02-13,13022011
980,13-02-2011,1,0,2,11,False,0,1,0.32,0.2879,0.39,0.4478,26,86,112,2011-02-13,13022011
981,13-02-2011,1,0,2,12,False,0,1,0.36,0.3182,0.32,0.4627,58,94,152,2011-02-13,13022011
982,13-02-2011,1,0,2,13,False,0,1,0.38,0.3939,0.29,0.3582,62,92,154,2011-02-13,13022011
983,13-02-2011,1,0,2,14,False,0,2,0.4,0.4091,0.3,0.4179,51,110,161,2011-02-13,13022011
984,13-02-2011,1,0,2,15,False,0,2,0.4,0.4091,0.3,0.2985,40,122,162,2011-02-13,13022011
985,13-02-2011,1,0,2,16,False,0,2,0.42,0.4242,0.28,0.3284,28,106,134,2011-02-13,13022011
986,13-02-2011,1,0,2,17,False,0,1,0.42,0.4242,0.28,0.3284,30,95,125,2011-02-13,13022011
987,13-02-2011,1,0,2,18,False,0,1,0.4,0.4091,0.32,0.2985,17,78,95,2011-02-13,13022011
988,13-02-2011,1,0,2,19,False,0,1,0.4,0.4091,0.35,0.2836,11,50,61,2011-02-13,13022011
989,13-02-2011,1,0,2,20,False,0,1,0.4,0.4091,0.35,0.3284,15,32,47,2011-02-13,13022011
990,13-02-2011,1,0,2,21,False,0,1,0.4,0.4091,0.35,0.3582,6,45,51,2011-02-13,13022011
991,13-02-2011,1,0,2,22,False,0,1,0.4,0.4091,0.35,0.2985,5,31,36,2011-02-13,13022011
992,13-02-2011,1,0,2,23,False,0,1,0.4,0.4091,0.35,0.3582,3,27,30,2011-02-13,13022011
993,14-02-2011,1,0,2,0,False,1,1,0.38,0.3939,0.37,0.3582,3,8,11,2011-02-14,14022011
994,14-02-2011,1,0,2,1,False,1,1,0.38,0.3939,0.37,0.3582,1,6,7,2011-02-14,14022011
995,14-02-2011,1,0,2,2,False,1,1,0.36,0.3333,0.4,0.2985,0,2,2,2011-02-14,14022011
996,14-02-2011,1,0,2,3,False,1,1,0.34,0.3182,0.46,0.2239,1,1,2,2011-02-14,14022011
997,14-02-2011,1,0,2,4,False,1,1,0.32,0.303,0.53,0.2836,0,2,2,2011-02-14,14022011
998,14-02-2011,1,0,2,5,False,1,1,0.32,0.303,0.53,0.2836,0,3,3,2011-02-14,14022011
999,14-02-2011,1,0,2,6,False,1,1,0.34,0.303,0.46,0.2985,1,25,26,2011-02-14,14022011
1000,14-02-2011,1,0,2,7,False,1,1,0.34,0.303,0.46,0.2985,2,96,98,2011-02-14,14022011
611,28-01-2011,1,0,1,16,False,5,1,0.22,0.2727,0.8,0.0,10,70,80,2011-01-28,28012011
612,28-01-2011,1,0,1,17,False,5,1,0.24,0.2424,0.75,0.1343,2,147,149,2011-01-28,28012011
613,28-01-2011,1,0,1,18,False,5,1,0.24,0.2273,0.75,0.194,2,107,109,2011-01-28,28012011
614,28-01-2011,1,0,1,19,False,5,2,0.24,0.2424,0.75,0.1343,5,84,89,2011-01-28,28012011
615,28-01-2011,1,0,1,20,False,5,2,0.24,0.2273,0.7,0.194,1,61,62,2011-01-28,28012011
616,28-01-2011,1,0,1,21,False,5,2,0.22,0.2273,0.75,0.1343,1,57,58,2011-01-28,28012011
617,28-01-2011,1,0,1,22,False,5,1,0.24,0.2121,0.65,0.3582,0,26,26,2011-01-28,28012011
618,28-01-2011,1,0,1,23,False,5,1,0.24,0.2273,0.6,0.2239,1,22,23,2011-01-28,28012011
619,29-01-2011,1,0,1,0,False,6,1,0.22,0.197,0.64,0.3582,2,26,28,2011-01-29,29012011
